VentaCodigo,FechaVenta,ClienteCodigo,ProductoCodigo,VendedorCodigo,SucursalCodigo,Canal,Cantidad,PrecioUnitario,CostoUnitario
VTA000293,2025-04-04,CLI0007,PROD0045,VEN004,SUC008,Presencial,10,125100,93900
VTA000294,2025-04-21,CLI0067,PROD0044,VEN004,SUC009,Presencial,8,736100,590800
VTA000295,2026-01-02,CLI0087,PROD0037,VEN003,SUC008,Presencial,4,239200,163400
VTA000296,2025-08-19,CLI0035,PROD0013,VEN011,SUC007,Presencial,1,490100,393600
VTA000297,2025-09-26,CLI0022,PROD0005,VEN017,SUC007,Web,1,447400,306200
VTA000298,2025-11-08,CLI0018,PROD0031,VEN011,SUC007,Web,9,263200,204200
VTA000299,2025-08-15,CLI0085,PROD0006,VEN009,SUC001,Web,7,253800,179300
VTA000300,2025-06-06,CLI0076,PROD0004,VEN018,SUC005,Presencial,3,390100,298300
VTA000301,2026-02-22,CLI0073,PROD0003,VEN004,SUC010,Presencial,3,89800,60000
VTA000302,2025-08-18,CLI0055,PROD0020,VEN011,SUC005,Web,3,477100,398900
VTA000303,2025-04-01,CLI0035,PROD0018,VEN001,SUC007,Web,4,204800,151800
VTA000304,2025-09-06,CLI0078,PROD0030,VEN014,SUC006,Presencial,3,614700,449500
VTA000305,2026-02-28,CLI0019,PROD0033,VEN020,SUC004,Presencial,1,245800,174500
VTA000306,2025-03-22,CLI0037,PROD0047,VEN013,SUC009,Web,12,417100,349000
VTA000307,2026-07-05,CLI0006,PROD0019,VEN013,SUC010,Telefónico,10,664300,467900
VTA000308,2025-11-03,CLI0007,PROD0037,VEN009,SUC002,Telefónico,9,255400,160900
VTA000309,2026-01-01,CLI0044,PROD0039,VEN004,SUC009,Telefónico,2,326300,212600
VTA000310,2025-06-29,CLI0047,PROD0047,VEN014,SUC009,Telefónico,12,441500,350300
VTA000311,2025-05-05,CLI0005,PROD0021,VEN017,SUC007,Web,11,781700,656900
VTA000312,2026-06-11,CLI0091,PROD0011,VEN003,SUC009,Web,7,865700,675200
VTA000313,2025-08-29,CLI0083,PROD0045,VEN020,SUC009,Presencial,2,123900,92700
VTA000314,2025-07-27,CLI0021,PROD0002,VEN020,SUC008,Telefónico,11,404900,236600
VTA000315,2025-02-11,CLI0067,PROD0019,VEN001,SUC003,Web,9,648100,468500
VTA000316,2025-03-29,CLI0060,PROD0038,VEN019,SUC003,Presencial,8,92300,58400
VTA000317,2026-02-22,CLI0065,PROD0034,VEN017,SUC006,Web,4,548300,413600
VTA000318,2026-02-04,CLI0081,PROD0026,VEN003,SUC001,Web,1,507000,383100
VTA000319,2025-01-27,CLI0007,PROD0026,VEN002,SUC002,Presencial,1,506600,380800
VTA000320,2025-08-22,CLI0039,PROD0022,VEN014,SUC004,Web,2,491600,324400
VTA000321,2025-08-24,CLI0026,PROD0032,VEN018,SUC010,Web,7,288700,181400
VTA000322,2025-03-24,CLI0016,PROD0034,VEN007,SUC010,Presencial,2,559100,422400
VTA000323,2025-09-03,CLI0092,PROD0002,VEN019,SUC005,Web,4,444600,239700
VTA000324,2025-09-11,CLI0060,PROD0036,VEN014,SUC005,Web,1,497100,318100
VTA000325,2025-09-04,CLI0043,PROD0025,VEN020,SUC007,Web,9,72700,59100
VTA000326,2025-12-07,CLI0049,PROD0022,VEN003,SUC007,Web,7,481400,316000
VTA000327,2025-11-27,CLI0092,PROD0012,VEN020,SUC008,Web,10,455900,284300
VTA000328,2026-02-03,CLI0016,PROD0025,VEN012,SUC001,Presencial,11,73500,59800
VTA000329,2025-06-04,CLI0051,PROD0020,VEN020,SUC004,Telefónico,8,483500,398300
VTA000330,2025-05-17,CLI0012,PROD0045,VEN017,SUC001,Web,9,129400,94100
VTA000331,2026-06-19,CLI0010,PROD0015,VEN011,SUC008,Presencial,2,187000,111200
VTA000332,2025-08-21,CLI0076,PROD0019,VEN019,SUC005,Web,5,650100,476800
VTA000333,2026-03-23,CLI0022,PROD0016,VEN003,SUC008,Telefónico,3,135300,110800
VTA000334,2026-05-28,CLI0007,PROD0017,VEN015,SUC002,Web,10,194300,148600
VTA000335,2025-12-16,CLI0045,PROD0037,VEN014,SUC005,Presencial,8,256500,165100
VTA000336,2025-08-08,CLI0013,PROD0047,VEN006,SUC004,Web,9,464500,352500
VTA000337,2026-01-12,CLI0066,PROD0026,VEN016,SUC007,Web,9,535100,379200
VTA000338,2025-11-19,CLI0042,PROD0031,VEN003,SUC008,Web,4,250600,200500
VTA000339,2026-06-08,CLI0061,PROD0016,VEN019,SUC003,Presencial,6,137100,110300
VTA000340,2025-03-31,CLI0077,PROD0050,VEN013,SUC001,Presencial,2,264300,209700
VTA000341,2025-07-20,CLI0091,PROD0022,VEN018,SUC008,Web,6,488700,309500
VTA000342,2025-12-21,CLI0034,PROD0041,VEN018,SUC003,Web,3,194900,136900
VTA000343,2025-11-03,CLI0087,PROD0004,VEN020,SUC004,Presencial,9,391800,292800
VTA000344,2025-04-30,CLI0033,PROD0050,VEN007,SUC001,Presencial,3,258300,206300
VTA000345,2025-09-28,CLI0085,PROD0041,VEN003,SUC010,Telefónico,2,217300,138200
VTA000346,2025-03-17,CLI0071,PROD0037,VEN015,SUC004,Telefónico,7,256200,162800
VTA000347,2025-08-13,CLI0078,PROD0047,VEN010,SUC009,Web,9,457400,353800
VTA000348,2025-08-30,CLI0007,PROD0036,VEN017,SUC003,Web,8,512200,318800
VTA000349,2025-07-19,CLI0057,PROD0009,VEN009,SUC007,Web,6,865900,461400
VTA000350,2025-12-29,CLI0030,PROD0048,VEN004,SUC003,Web,11,20400,13200
VTA000351,2025-02-01,CLI0087,PROD0003,VEN012,SUC003,Web,12,83000,62300
VTA000352,2025-11-20,CLI0034,PROD0040,VEN005,SUC005,Presencial,7,212500,152000
VTA000353,2026-01-30,CLI0042,PROD0024,VEN008,SUC009,Presencial,8,747200,578900
VTA000354,2025-08-06,CLI0032,PROD0028,VEN011,SUC005,Web,3,452200,280800
VTA000355,2026-06-04,CLI0071,PROD0045,VEN005,SUC001,Web,5,121300,93100
VTA000356,2026-06-11,CLI0098,PROD0031,VEN015,SUC003,Presencial,3,267600,201700
VTA000357,2025-07-24,CLI0090,PROD0029,VEN010,SUC003,Web,4,640400,418900
VTA000358,2026-01-18,CLI0019,PROD0005,VEN013,SUC003,Web,11,478200,309500
VTA000359,2025-05-01,CLI0018,PROD0042,VEN017,SUC006,Presencial,10,400200,282900
VTA000360,2025-01-31,CLI0063,PROD0022,VEN003,SUC005,Presencial,2,500100,312000
VTA000361,2025-04-14,CLI0008,PROD0002,VEN016,SUC007,Presencial,3,462700,238900
VTA000362,2026-04-16,CLI0035,PROD0013,VEN018,SUC010,Presencial,5,527200,395300
VTA000363,2026-06-28,CLI0037,PROD0046,VEN006,SUC010,Presencial,7,598300,360300
VTA000364,2026-03-29,CLI0034,PROD0038,VEN013,SUC010,Presencial,11,89900,57700
VTA000365,2025-10-04,CLI0020,PROD0010,VEN016,SUC007,Presencial,3,336600,227300
VTA000366,2026-07-01,CLI0062,PROD0028,VEN008,SUC005,Presencial,9,416400,278300
VTA000367,2025-10-22,CLI0032,PROD0013,VEN010,SUC008,Presencial,3,479500,405300
VTA000368,2025-03-13,CLI0020,PROD0045,VEN002,SUC005,Presencial,6,121100,94900
VTA000369,2025-01-15,CLI0017,PROD0019,VEN001,SUC009,Web,11,661800,472900
VTA000370,2025-03-17,CLI0052,PROD0040,VEN019,SUC009,Telefónico,12,230500,153700
VTA000371,2025-05-21,CLI0094,PROD0040,VEN004,SUC006,Web,2,209200,149000
VTA000372,2025-01-23,CLI0070,PROD0045,VEN012,SUC010,Telefónico,8,112700,94700
VTA000373,2025-09-26,CLI0095,PROD0038,VEN011,SUC007,Web,1,92200,59300
VTA000374,2026-02-24,CLI0079,PROD0050,VEN013,SUC004,Presencial,10,266300,203600
VTA000375,2025-09-30,CLI0067,PROD0042,VEN020,SUC001,Web,1,389800,273300
VTA000376,2025-03-06,CLI0085,PROD0018,VEN015,SUC003,Web,4,184300,147700
VTA000377,2026-04-22,CLI0071,PROD0050,VEN007,SUC001,Telefónico,11,269300,209100
VTA000378,2025-04-17,CLI0078,PROD0046,VEN003,SUC001,Presencial,9,595600,365200
VTA000379,2026-03-16,CLI0016,PROD0030,VEN007,SUC008,Telefónico,2,580100,452100
VTA000380,2025-02-20,CLI0076,PROD0009,VEN013,SUC001,Presencial,9,801000,468400
VTA000381,2025-03-25,CLI0053,PROD0026,VEN007,SUC007,Web,11,564400,380200
VTA000382,2026-01-19,CLI0092,PROD0040,VEN003,SUC007,Presencial,7,233900,152400
VTA000383,2025-11-21,CLI0051,PROD0016,VEN016,SUC001,Presencial,9,144800,112600
VTA000384,2025-07-12,CLI0099,PROD0023,VEN003,SUC002,Web,10,646200,395500
VTA000385,2025-06-28,CLI0032,PROD0027,VEN018,SUC004,Presencial,10,110100,77300
VTA000386,2025-04-28,CLI0054,PROD0026,VEN018,SUC006,Presencial,3,559800,382800
VTA000387,2026-07-28,CLI0025,PROD0010,VEN006,SUC007,Telefónico,7,318800,230700
VTA000388,2026-02-04,CLI0043,PROD0008,VEN005,SUC005,Web,10,669600,393700
VTA000389,2025-07-28,CLI0078,PROD0039,VEN018,SUC001,Telefónico,6,316900,218900
VTA000390,2025-01-01,CLI0020,PROD0043,VEN016,SUC003,Web,7,467900,355100
VTA000391,2025-10-04,CLI0052,PROD0037,VEN008,SUC007,Telefónico,11,235400,165800
VTA000392,2025-10-08,CLI0075,PROD0005,VEN014,SUC008,Telefónico,2,439500,303100
VTA000393,2025-06-02,CLI0097,PROD0007,VEN018,SUC009,Presencial,6,559800,448000
VTA000394,2025-06-04,CLI0019,PROD0007,VEN011,SUC004,Telefónico,12,611100,447000
VTA000395,2025-05-30,CLI0052,PROD0038,VEN015,SUC004,Telefónico,10,99200,59900
VTA000396,2025-09-26,CLI0009,PROD0045,VEN008,SUC007,Web,3,121600,94900
VTA000397,2026-03-12,CLI0011,PROD0023,VEN010,SUC001,Web,8,595800,406300
VTA000398,2026-05-20,CLI0047,PROD0035,VEN010,SUC005,Web,2,777600,458800
VTA000399,2026-03-28,CLI0019,PROD0034,VEN003,SUC006,Telefónico,8,531300,404200
VTA000400,2025-02-25,CLI0043,PROD0011,VEN006,SUC007,Presencial,10,821000,689100
VTA000401,2025-04-11,CLI0051,PROD0018,VEN012,SUC005,Presencial,8,198500,152400
VTA000402,2026-07-22,CLI0011,PROD0032,VEN002,SUC007,Web,11,330500,180300
VTA000403,2026-05-28,CLI0057,PROD0022,VEN016,SUC008,Presencial,8,496400,317900
VTA000404,2026-02-04,CLI0032,PROD0035,VEN018,SUC008,Presencial,10,720400,456100
VTA000405,2025-08-08,CLI0072,PROD0002,VEN016,SUC007,Presencial,4,421900,235800
VTA000406,2025-08-04,CLI0077,PROD0044,VEN012,SUC005,Presencial,3,773500,592200
VTA000407,2025-12-15,CLI0049,PROD0021,VEN011,SUC006,Web,3,892000,679200
VTA000408,2026-07-11,CLI0010,PROD0030,VEN006,SUC001,Web,10,575300,440800
VTA000409,2025-03-01,CLI0015,PROD0047,VEN012,SUC007,Web,7,408500,348700
VTA000410,2026-06-28,CLI0070,PROD0013,VEN009,SUC003,Web,8,540800,399900
VTA000411,2026-06-21,CLI0012,PROD0008,VEN006,SUC009,Presencial,4,648400,376300
VTA000412,2026-04-13,CLI0042,PROD0038,VEN019,SUC005,Web,6,96000,60200
VTA000413,2026-01-03,CLI0025,PROD0042,VEN004,SUC003,Telefónico,11,370600,286100
VTA000414,2026-01-31,CLI0026,PROD0037,VEN017,SUC003,Presencial,5,235400,165300
VTA000415,2026-04-03,CLI0068,PROD0028,VEN009,SUC001,Web,9,471900,273800
VTA000416,2026-05-15,CLI0024,PROD0005,VEN008,SUC003,Presencial,12,459600,306500
VTA000417,2025-03-20,CLI0028,PROD0050,VEN003,SUC010,Presencial,7,283800,209700
VTA000418,2025-07-28,CLI0079,PROD0006,VEN010,SUC006,Presencial,3,281800,181700
VTA000419,2026-04-11,CLI0099,PROD0002,VEN006,SUC003,Presencial,9,403600,240700
VTA000420,2026-02-08,CLI0090,PROD0003,VEN013,SUC008,Web,2,85900,61800
VTA000421,2026-05-29,CLI0008,PROD0022,VEN001,SUC001,Web,3,502600,322700
VTA000422,2026-07-13,CLI0012,PROD0043,VEN011,SUC001,Web,10,475800,363000
VTA000423,2026-05-13,CLI0074,PROD0039,VEN001,SUC009,Web,9,346300,210300
VTA000424,2025-07-16,CLI0084,PROD0049,VEN004,SUC005,Telefónico,12,345800,245200
VTA000425,2025-01-03,CLI0036,PROD0038,VEN020,SUC001,Presencial,8,98700,59200
VTA000426,2025-04-11,CLI0044,PROD0005,VEN011,SUC010,Presencial,3,461500,305300
VTA000427,2025-09-08,CLI0079,PROD0038,VEN008,SUC001,Telefónico,8,89700,58600
VTA000428,2025-10-13,CLI0086,PROD0045,VEN020,SUC006,Presencial,6,125300,94100
VTA000429,2025-12-07,CLI0032,PROD0006,VEN009,SUC003,Web,7,283800,184100
VTA000430,2025-05-18,CLI0088,PROD0018,VEN009,SUC005,Web,7,211300,146300
VTA000431,2025-02-28,CLI0003,PROD0018,VEN019,SUC004,Presencial,3,197800,147200
VTA000432,2026-02-28,CLI0063,PROD0032,VEN007,SUC005,Presencial,1,313800,179800
VTA000433,2026-04-26,CLI0046,PROD0024,VEN010,SUC010,Web,3,704000,572500
VTA000434,2026-06-04,CLI0047,PROD0041,VEN016,SUC005,Telefónico,9,195900,141600
VTA000435,2025-06-17,CLI0022,PROD0026,VEN011,SUC007,Presencial,6,540500,382400
VTA000436,2025-12-19,CLI0014,PROD0026,VEN018,SUC009,Web,2,546100,379200
VTA000437,2025-07-19,CLI0052,PROD0046,VEN014,SUC001,Presencial,1,578500,360200
VTA000438,2026-05-11,CLI0072,PROD0050,VEN008,SUC008,Web,9,275100,206700
VTA000439,2025-11-22,CLI0049,PROD0027,VEN007,SUC006,Telefónico,6,102800,75700
VTA000440,2025-05-02,CLI0083,PROD0035,VEN004,SUC003,Web,2,698900,457100
VTA000441,2025-03-11,CLI0079,PROD0007,VEN006,SUC002,Presencial,12,550800,460200
VTA000442,2026-02-03,CLI0047,PROD0038,VEN012,SUC009,Web,10,100700,59800
VTA000443,2026-05-01,CLI0080,PROD0025,VEN010,SUC001,Presencial,6,77600,58900
VTA000444,2026-05-18,CLI0071,PROD0024,VEN019,SUC006,Presencial,9,745100,573300
VTA000445,2026-06-18,CLI0096,PROD0027,VEN008,SUC010,Presencial,5,114900,77500
VTA000446,2026-06-12,CLI0075,PROD0050,VEN015,SUC003,Web,5,280100,209600
VTA000447,2026-03-15,CLI0004,PROD0007,VEN008,SUC004,Web,12,576300,450000
VTA000448,2026-01-16,CLI0060,PROD0043,VEN004,SUC008,Presencial,2,461300,357600
VTA000449,2025-03-14,CLI0072,PROD0015,VEN012,SUC005,Web,10,165200,107400
VTA000450,2025-02-13,CLI0016,PROD0033,VEN010,SUC006,Telefónico,2,233700,170400
VTA000451,2025-11-20,CLI0073,PROD0043,VEN003,SUC005,Web,7,437900,354700
VTA000452,2025-03-20,CLI0065,PROD0024,VEN006,SUC005,Web,10,738600,589300
VTA000453,2026-03-05,CLI0086,PROD0003,VEN003,SUC001,Web,11,91400,61500
VTA000454,2026-05-12,CLI0008,PROD0008,VEN016,SUC003,Presencial,8,675700,391300
VTA000455,2025-04-01,CLI0024,PROD0029,VEN011,SUC002,Presencial,8,642600,415700
VTA000456,2025-08-29,CLI0047,PROD0001,VEN018,SUC005,Presencial,1,422500,248600
VTA000457,2026-07-31,CLI0011,PROD0040,VEN010,SUC007,Presencial,12,224200,149400
VTA000458,2025-10-18,CLI0029,PROD0045,VEN005,SUC004,Web,4,128000,91200
VTA000459,2025-07-02,CLI0096,PROD0020,VEN003,SUC004,Presencial,9,499600,412700
VTA000460,2025-08-29,CLI0100,PROD0037,VEN016,SUC009,Web,5,258600,168800
VTA000461,2026-05-29,CLI0058,PROD0025,VEN011,SUC007,Web,12,74600,60700
VTA000462,2026-06-04,CLI0068,PROD0005,VEN016,SUC004,Presencial,1,418100,307000
VTA000463,2026-03-13,CLI0071,PROD0026,VEN017,SUC002,Web,12,530900,384100
VTA000464,2025-09-28,CLI0071,PROD0009,VEN006,SUC004,Web,4,870400,456400
VTA000465,2026-01-04,CLI0013,PROD0016,VEN020,SUC003,Web,10,151800,109700
VTA000466,2025-03-19,CLI0078,PROD0024,VEN019,SUC005,Web,2,759200,571500
VTA000467,2025-05-05,CLI0053,PROD0008,VEN019,SUC010,Web,6,592000,385600
VTA000468,2026-07-15,CLI0061,PROD0017,VEN003,SUC001,Presencial,10,206400,149400
VTA000469,2025-06-13,CLI0087,PROD0021,VEN014,SUC003,Web,9,858400,663300
VTA000470,2026-07-19,CLI0040,PROD0017,VEN006,SUC002,Presencial,6,203600,149700
VTA000471,2025-08-11,CLI0072,PROD0032,VEN007,SUC006,Presencial,10,324200,185600
VTA000472,2025-03-16,CLI0014,PROD0033,VEN007,SUC009,Presencial,7,251200,173100
VTA000473,2025-03-09,CLI0093,PROD0035,VEN016,SUC001,Telefónico,5,665900,447800
VTA000474,2026-05-17,CLI0047,PROD0015,VEN012,SUC003,Web,5,169800,111600
VTA000475,2025-05-04,CLI0074,PROD0048,VEN013,SUC009,Presencial,3,20200,12700
VTA000476,2026-04-21,CLI0070,PROD0028,VEN014,SUC006,Telefónico,9,446800,270700
VTA000477,2025-06-09,CLI0074,PROD0013,VEN004,SUC006,Presencial,12,467400,406900
VTA000478,2025-03-11,CLI0005,PROD0042,VEN008,SUC010,Web,4,396100,284700
VTA000479,2025-12-30,CLI0027,PROD0034,VEN006,SUC003,Presencial,4,513300,408300
VTA000480,2025-05-13,CLI0073,PROD0006,VEN011,SUC001,Telefónico,12,282400,179900
VTA000481,2026-01-05,CLI0037,PROD0021,VEN008,SUC002,Presencial,2,813600,654000
VTA000482,2025-12-07,CLI0018,PROD0038,VEN016,SUC006,Telefónico,10,95300,59300
VTA000483,2025-03-06,CLI0039,PROD0005,VEN016,SUC009,Presencial,1,433000,303300
VTA000484,2025-05-04,CLI0070,PROD0033,VEN020,SUC003,Presencial,5,231900,169500
VTA000485,2025-07-28,CLI0004,PROD0007,VEN014,SUC004,Telefónico,5,546300,458200
VTA000486,2025-04-17,CLI0007,PROD0018,VEN016,SUC002,Web,3,210300,148000
VTA000487,2025-11-28,CLI0069,PROD0039,VEN003,SUC004,Web,9,338800,216100
VTA000488,2026-02-20,CLI0090,PROD0046,VEN017,SUC008,Presencial,12,546700,362700
VTA000489,2025-03-30,CLI0051,PROD0001,VEN007,SUC009,Telefónico,9,391400,250700
VTA000490,2025-01-16,CLI0077,PROD0029,VEN012,SUC009,Web,1,687200,429400
VTA000491,2025-04-19,CLI0089,PROD0043,VEN009,SUC005,Presencial,2,426900,362200
VTA000492,2025-09-07,CLI0039,PROD0024,VEN011,SUC002,Telefónico,3,765200,579200
VTA000493,2026-03-27,CLI0033,PROD0042,VEN013,SUC010,Presencial,3,363200,282200
VTA000494,2026-01-23,CLI0064,PROD0007,VEN009,SUC003,Web,11,584600,457300
VTA000495,2025-10-11,CLI0036,PROD0009,VEN006,SUC005,Presencial,6,841800,459200
VTA000496,2025-07-07,CLI0040,PROD0046,VEN008,SUC010,Web,5,546400,352400
VTA000497,2025-03-21,CLI0013,PROD0032,VEN011,SUC003,Telefónico,1,315100,183500
VTA000498,2025-11-18,CLI0014,PROD0007,VEN019,SUC008,Presencial,10,543300,459400
VTA000499,2026-03-29,CLI0066,PROD0039,VEN006,SUC001,Presencial,5,320400,216500
VTA000500,2025-11-08,CLI0099,PROD0037,VEN003,SUC004,Presencial,3,253200,162800
VTA000501,2025-07-26,CLI0029,PROD0040,VEN008,SUC010,Presencial,7,238900,150600
VTA000502,2026-01-30,CLI0066,PROD0043,VEN016,SUC005,Presencial,6,470600,357800
VTA000503,2025-09-03,CLI0031,PROD0019,VEN003,SUC001,Presencial,10,684100,480100
VTA000504,2026-05-09,CLI0019,PROD0017,VEN015,SUC008,Presencial,11,213600,145000
VTA000505,2026-05-20,CLI0024,PROD0044,VEN020,SUC006,Presencial,5,828600,605800
VTA000506,2025-09-02,CLI0027,PROD0005,VEN018,SUC008,Web,6,438800,310100
VTA000507,2025-10-26,CLI0037,PROD0009,VEN010,SUC009,Web,5,848300,469800
VTA000508,2025-05-20,CLI0083,PROD0043,VEN019,SUC003,Presencial,11,437200,361100
VTA000509,2025-09-05,CLI0024,PROD0028,VEN020,SUC002,Presencial,9,474000,279100
VTA000510,2025-06-05,CLI0025,PROD0029,VEN019,SUC006,Telefónico,9,693400,417700
VTA000511,2025-01-18,CLI0036,PROD0010,VEN015,SUC006,Web,11,341000,225600
VTA000512,2025-12-15,CLI0055,PROD0033,VEN016,SUC002,Presencial,7,249400,171700
VTA000513,2026-01-18,CLI0063,PROD0032,VEN013,SUC002,Presencial,6,299500,186800
VTA000514,2026-03-04,CLI0072,PROD0019,VEN016,SUC001,Web,6,665500,470300
VTA000515,2026-03-24,CLI0011,PROD0019,VEN013,SUC002,Presencial,7,639100,465800
VTA000516,2026-07-10,CLI0027,PROD0039,VEN018,SUC008,Presencial,11,343400,210300
VTA000517,2025-03-07,CLI0009,PROD0014,VEN006,SUC006,Presencial,6,54900,44300
VTA000518,2025-12-08,CLI0089,PROD0020,VEN019,SUC007,Web,3,528400,407900
VTA000519,2025-05-31,CLI0034,PROD0008,VEN001,SUC006,Presencial,12,620600,376900
VTA000520,2025-04-25,CLI0020,PROD0015,VEN006,SUC008,Web,8,163400,106700
VTA000521,2026-05-24,CLI0048,PROD0040,VEN004,SUC007,Web,6,237200,149500
VTA000522,2025-10-25,CLI0064,PROD0016,VEN003,SUC009,Web,8,152900,113600
VTA000523,2026-05-22,CLI0096,PROD0004,VEN009,SUC001,Presencial,3,364900,292100
VTA000524,2025-12-09,CLI0034,PROD0015,VEN002,SUC009,Presencial,12,183200,111100
VTA000525,2026-04-03,CLI0066,PROD0007,VEN016,SUC001,Web,6,613300,464100
VTA000526,2025-05-05,CLI0037,PROD0022,VEN007,SUC004,Presencial,9,505400,311000
VTA000527,2026-06-16,CLI0007,PROD0015,VEN017,SUC005,Presencial,9,167300,111000
VTA000528,2025-07-17,CLI0080,PROD0026,VEN005,SUC001,Presencial,4,528900,394600
VTA000529,2025-12-02,CLI0069,PROD0045,VEN012,SUC001,Web,1,121500,91500
VTA000530,2026-03-30,CLI0096,PROD0044,VEN015,SUC004,Presencial,9,814700,585000
VTA000531,2025-03-19,CLI0098,PROD0018,VEN020,SUC010,Telefónico,12,207700,151500
VTA000532,2026-04-08,CLI0009,PROD0047,VEN017,SUC010,Web,1,429000,356900
VTA000533,2025-09-02,CLI0079,PROD0041,VEN005,SUC008,Web,6,194600,139400
VTA000534,2025-12-07,CLI0027,PROD0020,VEN020,SUC002,Presencial,3,547700,414200
VTA000535,2025-12-22,CLI0073,PROD0033,VEN020,SUC009,Presencial,5,264700,169900
VTA000536,2025-12-17,CLI0052,PROD0007,VEN020,SUC001,Web,11,562400,458100
VTA000537,2025-02-06,CLI0017,PROD0048,VEN006,SUC008,Presencial,5,18600,13100
VTA000538,2025-08-24,CLI0006,PROD0009,VEN015,SUC005,Presencial,9,775700,469500
VTA000539,2025-02-24,CLI0076,PROD0042,VEN006,SUC004,Presencial,2,381900,279000
VTA000540,2026-01-05,CLI0011,PROD0002,VEN013,SUC006,Presencial,7,414900,244000
VTA000541,2026-03-17,CLI0014,PROD0038,VEN018,SUC005,Telefónico,6,103000,59600
VTA000542,2025-08-09,CLI0068,PROD0024,VEN020,SUC010,Telefónico,8,720000,598700
VTA000543,2025-02-07,CLI0099,PROD0031,VEN010,SUC001,Presencial,9,261700,201300
VTA000544,2026-01-13,CLI0029,PROD0032,VEN020,SUC009,Telefónico,1,299500,184900
VTA000545,2025-10-03,CLI0048,PROD0014,VEN015,SUC004,Presencial,11,62200,42800
VTA000546,2025-10-12,CLI0076,PROD0036,VEN009,SUC010,Presencial,2,482500,319700
VTA000547,2025-10-18,CLI0060,PROD0018,VEN002,SUC007,Telefónico,11,210400,149100
VTA000548,2026-06-21,CLI0079,PROD0035,VEN010,SUC008,Telefónico,6,751100,449000
VTA000549,2026-02-22,CLI0063,PROD0040,VEN012,SUC003,Web,5,239300,147600
VTA000550,2026-07-10,CLI0028,PROD0038,VEN008,SUC002,Web,1,101400,60400
VTA000551,2026-05-09,CLI0012,PROD0036,VEN010,SUC009,Telefónico,2,549100,321800
VTA000552,2026-05-08,CLI0012,PROD0042,VEN007,SUC002,Presencial,9,368200,281700
VTA000553,2025-05-14,CLI0048,PROD0037,VEN012,SUC002,Presencial,8,246100,167300
VTA000554,2025-02-27,CLI0065,PROD0034,VEN020,SUC007,Presencial,6,591200,404100
VTA000555,2026-03-26,CLI0087,PROD0030,VEN013,SUC005,Telefónico,1,640000,438500
VTA000556,2025-11-08,CLI0055,PROD0021,VEN008,SUC007,Web,11,807200,677500
VTA000557,2025-04-10,CLI0011,PROD0007,VEN007,SUC009,Presencial,9,554000,445400
VTA000558,2026-05-13,CLI0029,PROD0022,VEN013,SUC001,Presencial,3,526800,309200
VTA000559,2025-09-28,CLI0091,PROD0017,VEN002,SUC008,Presencial,4,200400,149400
VTA000560,2025-04-20,CLI0056,PROD0007,VEN006,SUC002,Telefónico,11,614200,453300
VTA000561,2026-04-17,CLI0013,PROD0046,VEN005,SUC008,Telefónico,7,570300,361700
VTA000562,2025-04-03,CLI0099,PROD0045,VEN011,SUC004,Presencial,11,117200,90700
VTA000563,2025-01-03,CLI0028,PROD0002,VEN001,SUC003,Presencial,2,429300,240200
VTA000564,2025-12-15,CLI0046,PROD0015,VEN010,SUC008,Presencial,5,185200,111100
VTA000565,2025-12-28,CLI0069,PROD0039,VEN009,SUC006,Web,8,319400,210900
VTA000566,2025-12-16,CLI0100,PROD0022,VEN004,SUC005,Web,3,476800,317500
VTA000567,2026-02-17,CLI0052,PROD0021,VEN009,SUC002,Presencial,8,833800,670500
VTA000568,2025-10-31,CLI0074,PROD0045,VEN011,SUC007,Telefónico,11,112800,95000
VTA000569,2025-06-02,CLI0057,PROD0038,VEN008,SUC004,Telefónico,4,92900,58200
VTA000570,2026-01-26,CLI0024,PROD0009,VEN019,SUC007,Presencial,1,843000,474400
VTA000571,2026-03-11,CLI0023,PROD0018,VEN001,SUC009,Web,6,184700,151500
VTA000572,2026-01-18,CLI0096,PROD0042,VEN011,SUC006,Presencial,5,371400,282100
VTA000573,2026-05-18,CLI0028,PROD0017,VEN006,SUC004,Web,3,197900,148600
VTA000574,2025-11-13,CLI0045,PROD0037,VEN018,SUC001,Presencial,6,249500,161200
VTA000575,2025-10-20,CLI0039,PROD0011,VEN011,SUC003,Web,9,820800,686000
VTA000576,2026-04-21,CLI0061,PROD0043,VEN007,SUC005,Web,2,470600,350600
VTA000577,2025-05-24,CLI0076,PROD0027,VEN017,SUC001,Web,7,100100,75200
VTA000578,2026-02-09,CLI0083,PROD0027,VEN009,SUC010,Web,9,109800,78000
VTA000579,2026-03-06,CLI0055,PROD0018,VEN008,SUC005,Web,7,214500,150800
VTA000580,2025-07-23,CLI0091,PROD0031,VEN010,SUC009,Web,7,285300,200100
